id_operacion,fecha_operacion,precio,public_id,codigo_frente_agua,codigo_vista,codigo_condicion,codigo_calidad,anio_renovacion,agente_id,codigo_pais
42000127,22/02/2023,406500.00,14874682,0,0,3,7,0,5,1
42000130,22/09/2022,600000.00,11282165,0,0,3,10,0,10,1
42000245,11/06/2022,225720.00,14089713,0,0,3,6,0,3,1
46100204,19/02/2023,1505000.00,11460593,0,3,3,9,1991,2,1
46100350,28/06/2022,1730000.00,12145733,0,3,3,10,0,8,1
46100504,15/06/2022,2027000.00,13083229,0,3,5,11,1979,8,1
49000051,14/03/2023,350000.00,14790041,0,0,3,7,0,1,9
49500090,03/12/2022,372000.00,14423119,0,0,4,7,0,11,1
50300090,09/08/2022,398950.00,11865905,0,0,3,8,0,8,2
50300220,10/02/2023,363000.00,11492251,0,0,3,8,0,1,1
52000067,01/11/2022,495000.00,12048562,0,0,3,7,0,7,1
53500020,12/01/2023,248000.00,13356669,0,0,3,7,0,1,1
53500450,07/03/2023,311850.00,14278281,0,0,3,8,0,2,1
53500760,06/12/2022,378840.00,14131528,0,0,3,7,0,3,9
56000095,24/06/2022,805000.00,12208416,0,2,5,8,0,6,10
59000201,03/05/2023,611206.00,12176602,0,3,3,8,0,11,10
59000250,01/12/2022,720000.00,14385843,0,3,4,8,0,9,6
59000445,21/09/2022,590000.00,12169884,0,0,4,7,0,1,1
59500050,14/12/2022,324900.00,12576034,0,0,4,8,0,2,1
65000085,06/07/2022,430000.00,13836745,0,0,5,7,0,8,1
65000210,24/06/2022,471000.00,13403359,0,0,5,7,0,1,1
65000260,18/08/2022,830000.00,14530266,0,2,4,8,2001,1,4
65000400,20/10/2022,570000.00,12478070,0,1,5,7,0,8,8
66000070,04/04/2023,315000.00,13529875,0,0,3,5,0,2,1
66000140,18/11/2022,398000.00,11985513,0,0,4,6,0,1,1
66000265,05/08/2022,370000.00,12104858,0,0,3,7,2012,11,1
84000105,05/05/2022,255000.00,12296220,0,0,3,7,0,6,1
84000245,18/11/2022,190000.00,13298681,0,0,3,6,0,1,1
84000335,24/06/2022,225000.00,14826493,0,0,5,6,0,1,3
87000006,11/04/2023,275000.00,11646617,0,0,4,7,0,9,1
87000213,11/06/2022,129000.00,14420573,0,0,3,6,0,9,1
87000245,28/09/2022,170000.00,12932659,0,0,2,6,0,1,4
87000283,16/11/2022,359950.00,11990691,0,0,3,8,0,7,1
88000173,13/10/2022,333000.00,10593502,0,0,3,8,0,2,4
88000591,12/04/2023,212000.00,11897373,0,0,3,6,0,2,8
88000790,12/07/2022,252000.00,13383546,0,0,3,7,1986,1,6
91000135,05/05/2023,750000.00,14145442,0,2,3,7,1990,1,9
91000320,21/09/2022,518760.00,13903492,0,0,4,7,0,3,1
97600140,27/07/2022,800000.00,12505474,0,0,3,9,0,6,1
98000060,12/07/2022,1062500.00,12213985,0,0,3,11,0,10,1
98000130,22/03/2023,1425000.00,10764994,0,3,3,11,0,6,1
98000150,31/12/2022,1465000.00,10988148,0,3,3,12,0,7,2
98000560,14/08/2022,959900.00,13289895,0,0,3,11,0,5,1
98000740,30/03/2023,945000.00,14695161,0,0,3,11,0,4,1
98000750,19/10/2022,1165000.00,12495503,0,0,3,11,0,8,1
98000870,29/09/2022,1059000.00,10945828,0,2,3,11,0,11,1
98000950,08/12/2022,1060000.00,10946598,0,2,3,11,0,4,1
98000960,11/05/2022,1050000.00,13527311,0,0,3,11,0,11,1
98000980,25/04/2023,1449360.00,14094471,0,0,3,11,0,3,1
98001000,05/10/2022,1025000.00,11041349,0,2,3,11,0,2,1
98001070,16/08/2022,1169000.00,12962327,0,4,3,11,0,11,1
98020140,06/07/2022,765000.00,14810901,0,0,3,10,0,6,1
98020220,28/10/2022,750000.00,11837295,0,0,3,10,0,7,1
98020300,01/02/2023,759000.00,12338290,0,0,3,10,0,9,1
98020310,18/05/2022,730000.00,14580265,0,0,3,10,0,11,1
98020350,21/01/2023,720000.00,11006552,0,0,3,10,0,11,2
98020410,19/07/2022,1059300.00,11997860,0,0,3,10,0,3,1
98020480,26/08/2022,885000.00,13910340,0,0,3,10,0,4,1
98020630,12/04/2023,889000.00,13525425,0,0,3,10,0,7,8
98030140,11/10/2022,785500.00,14061275,0,0,3,10,0,11,2
98030160,10/02/2023,797000.00,13996661,0,0,3,10,0,1,1
98030400,09/07/2022,1042800.00,13361878,0,0,3,10,0,3,1
98030530,08/06/2022,745000.00,12444663,0,0,3,10,0,11,1
98030630,13/12/2022,852500.00,11333994,0,0,3,10,0,11,1
98030660,09/03/2023,815000.00,13771546,0,0,3,10,0,8,3
98300230,26/04/2023,1459000.00,13101915,0,0,3,10,0,1,1
100100050,10/11/2022,275000.00,13648675,0,0,3,7,0,9,1
100300280,18/10/2022,355000.00,12495373,0,0,3,7,0,9,1
100300500,19/11/2022,333000.00,13943075,0,0,3,7,0,11,1
100300530,23/09/2022,330000.00,10822962,0,0,3,7,0,6,9
100500020,09/09/2022,250000.00,10673730,0,0,3,7,0,1,1
100600320,11/08/2022,213950.00,11810652,0,0,3,6,0,9,2
100600550,02/08/2022,226500.00,10132090,0,0,4,7,0,7,1
100600860,22/03/2023,237500.00,14911283,0,0,4,7,0,2,1
103000116,20/07/2022,645000.00,13603931,0,0,4,7,0,2,8
103400160,13/05/2022,263000.00,11223376,0,0,4,7,0,7,1
104500730,22/02/2023,115000.00,14253246,0,0,3,7,0,11,1
104501040,01/10/2022,249900.00,13699391,0,0,3,7,0,11,1
104510180,09/02/2023,230000.00,10674795,0,0,3,7,0,4,1
104510230,17/11/2022,252000.00,14170355,0,0,4,7,0,9,1
104510340,23/09/2022,276200.00,14088926,0,0,3,7,0,1,4
104510440,02/06/2022,290334.00,11659223,0,0,3,7,0,3,1
104530110,06/10/2022,268000.00,11349630,0,0,3,7,0,4,2
104530240,25/08/2022,225000.00,14752177,0,0,3,7,0,11,1
104530490,14/05/2022,248000.00,14236123,0,0,3,7,0,7,1
104540820,10/08/2022,221000.00,14113734,0,0,3,7,0,2,1
104540840,01/12/2022,316800.00,13456826,0,0,3,7,0,3,1
104550520,28/03/2023,270000.00,11019174,0,0,3,7,0,8,1
104550540,18/01/2023,259950.00,14385110,0,0,3,7,0,4,1
104550580,18/05/2022,260000.00,12922547,0,0,3,7,0,11,2
104550660,26/07/2022,275000.00,10277135,0,0,3,7,0,1,4
104550690,23/07/2022,372240.00,11288464,0,0,3,7,0,3,1
104550740,29/11/2022,299000.00,14522129,0,0,3,8,0,7,1
104550750,26/07/2022,318120.00,14034274,0,0,3,8,0,3,1
104560010,08/06/2022,278500.00,10502184,0,0,3,7,0,11,1
104560120,16/07/2022,304400.00,12974201,0,0,4,7,0,1,1
104560280,20/05/2022,273000.00,13602446,0,0,3,7,0,1,1
104560540,15/09/2022,310000.00,13853441,0,0,3,7,0,6,1
106000015,17/06/2022,435000.00,12591924,0,0,4,6,0,2,1
106000044,24/08/2022,399950.00,10123087,0,0,3,7,0,8,1
106000320,29/10/2022,401000.00,14345578,0,0,4,7,0,7,1
106000395,22/06/2022,405000.00,14169675,0,0,4,7,0,2,1
108000127,07/12/2022,456500.00,12406739,0,0,3,8,0,9,1
109000040,14/03/2023,305000.00,14502261,0,0,3,7,0,11,1
109200140,04/05/2023,299000.00,11820763,0,0,4,8,0,2,1
109200390,18/10/2022,250000.00,13706744,0,0,4,7,0,1,1
109200390,18/08/2022,323400.00,12598556,0,0,4,7,0,3,1
109200730,04/05/2022,218000.00,14029463,0,0,3,8,0,7,1
109210280,09/11/2022,220000.00,13347360,0,0,4,8,0,9,10
109210460,27/10/2022,270000.00,13574005,0,0,3,7,0,5,1
110000040,15/03/2023,278000.00,14616520,0,0,5,7,0,11,1
111000190,07/02/2023,146000.00,11133590,0,0,3,6,0,8,1
112900020,29/06/2022,396000.00,11703178,0,0,3,7,0,3,4
112900110,01/09/2022,345000.00,13597810,0,0,3,7,0,5,1
114100131,12/01/2023,559950.00,14412481,0,0,3,9,0,11,1
114100155,25/06/2022,355000.00,11334165,0,0,3,8,0,6,1
114100234,28/04/2023,402500.00,10218057,0,0,3,8,0,9,1
114100297,20/09/2022,400000.00,13726083,0,0,5,7,0,4,6
114100304,01/12/2022,515000.00,10355875,0,0,3,8,0,7,4
114100314,16/03/2023,285000.00,14431884,0,0,3,7,0,1,1
114100354,10/12/2022,249000.00,10345357,0,0,4,6,0,6,1
114100745,04/05/2022,475000.00,10501381,0,0,3,7,0,10,4
114100758,20/10/2022,420000.00,10770187,0,0,3,7,0,11,1
114100763,26/07/2022,230000.00,14904837,0,0,3,6,0,10,1
114100791,01/04/2023,250000.00,14605216,0,0,3,7,0,7,1
114101055,21/12/2022,383000.00,11226222,0,0,3,8,0,11,9
114101161,27/08/2022,480000.00,10112324,0,0,4,7,0,1,2
114101426,15/06/2022,375000.00,12153604,0,0,4,7,0,9,1
114101500,15/04/2023,325000.00,11211091,0,0,3,6,0,1,1
114101505,21/04/2023,630000.00,12217890,0,0,3,9,0,1,4
114101516,26/05/2022,409200.00,10726811,0,0,4,7,0,3,7
114101540,19/08/2022,415000.00,10725809,0,0,3,6,0,4,1
114700150,12/11/2022,236000.00,12079244,0,0,3,7,0,1,1
117000001,25/05/2022,540000.00,12983132,0,0,3,7,2003,10,7
117000003,17/09/2022,595000.00,11575607,0,0,5,7,0,11,2
117000100,17/03/2023,680000.00,10679484,0,0,4,7,0,11,8
120059044,15/02/2023,250000.00,14647115,0,0,3,7,0,9,1
120069003,29/11/2022,495000.00,12598868,0,2,3,9,0,11,8
120069059,02/08/2022,550000.00,11221813,0,0,3,9,0,6,1
121029034,22/06/2022,549000.00,10125975,1,4,5,7,0,11,1
121039038,17/08/2022,169000.00,10897388,0,0,4,6,0,11,3
121039042,11/03/2023,425000.00,10879710,1,3,3,8,1962,11,1
121039083,04/02/2023,629000.00,13563191,1,4,4,8,0,8,1
121039156,07/01/2023,249000.00,12614559,0,2,3,5,0,7,1
121059007,06/08/2022,210000.00,10569727,0,0,3,5,0,11,4
121059038,22/03/2023,397900.00,14973854,0,0,3,7,0,11,1
121059147,02/11/2022,517440.00,14086375,0,0,3,7,0,3,9
122029066,06/05/2023,490000.00,12213563,0,0,4,7,0,6,1
122069107,02/12/2022,427500.00,14136508,0,0,4,7,0,9,4
123000110,28/09/2022,520000.00,12472606,0,0,3,7,0,1,1
123039128,02/09/2022,325000.00,12372323,0,0,4,6,0,9,1
123039147,17/03/2023,464950.00,11854295,0,0,3,7,0,5,1
123039176,10/12/2022,399888.00,13374143,0,0,4,7,0,1,1
123039207,07/12/2022,283000.00,10058487,0,0,3,7,0,9,1
123039279,09/07/2022,165000.00,12005473,0,0,3,6,0,11,1
123039313,08/04/2023,425000.00,11381516,0,0,2,7,0,4,1
123039333,07/06/2022,240000.00,10834509,0,0,3,6,0,8,2
123039336,09/06/2022,148000.00,12909629,0,0,3,5,0,10,1
123039336,06/12/2022,244900.00,11200200,0,0,3,5,0,5,1
123039346,28/04/2023,335000.00,11240782,0,0,3,7,0,4,1
123039364,19/05/2022,300000.00,12030755,0,0,3,6,0,11,1
123039376,18/08/2022,535000.00,12601144,0,0,3,8,0,2,1
123039420,26/04/2023,309000.00,12235046,0,0,4,7,0,9,1
123039424,08/07/2022,399960.00,11912727,0,0,5,6,0,3,1
123039570,06/07/2022,485000.00,10778580,0,0,3,8,0,11,2
123039604,29/06/2022,102500.00,12584239,0,0,3,5,0,9,1
123039626,20/10/2022,295000.00,10371677,0,0,3,7,0,4,1
123039633,07/09/2022,359950.00,11820603,0,0,3,7,0,1,6
123039642,29/04/2023,540000.00,12046127,0,0,3,7,0,11,1
123059042,21/04/2023,530000.00,11711036,0,0,4,7,0,8,1
123059046,24/03/2023,471000.00,13139802,0,0,4,8,0,11,2
123059071,06/07/2022,440000.00,10444408,0,2,3,8,0,1,1
123059127,30/04/2022,625000.00,11111365,0,0,3,9,0,9,1
123079023,22/11/2022,356000.00,13017692,0,0,3,7,0,4,1
124000160,29/06/2022,743160.00,10047611,0,0,5,7,0,3,1
124069032,03/05/2022,600000.00,13940312,0,0,4,8,1992,9,1
125039021,22/09/2022,759000.00,10483341,0,0,3,7,0,3,1
125039025,09/06/2022,530000.00,10463302,0,0,3,7,0,7,1
125059138,20/07/2022,510000.00,14227899,0,0,3,8,0,1,1
125059178,20/07/2022,510000.00,12322181,0,0,3,8,0,4,1
125059179,21/07/2022,510000.00,12115345,0,0,3,8,0,8,1
125069038,23/11/2022,2140000.00,12482280,0,3,3,11,0,11,1
126039213,01/12/2022,365500.00,11403854,0,0,4,6,0,5,1
126039252,07/07/2022,415000.00,14358630,0,0,4,7,0,5,1
126039256,02/09/2022,434900.00,12921147,0,0,3,7,2006,2,1
126039305,11/10/2022,345000.00,13979363,0,0,3,5,0,1,1
126039323,22/02/2023,417500.00,11809832,0,0,4,7,0,11,10
126039394,06/05/2023,525000.00,10708525,0,0,4,8,0,1,1
126039413,08/07/2022,469000.00,12885218,0,0,3,8,0,11,9
126039467,12/01/2023,700000.00,10697149,0,0,3,9,0,11,1
126039599,24/03/2023,475000.00,12979269,0,0,3,7,0,2,1
126049100,02/11/2022,398000.00,14317211,0,0,3,7,0,1,1
126049167,17/06/2022,380000.00,12500297,0,0,3,7,0,11,1
126049169,26/08/2022,450000.00,12694907,0,0,3,7,0,11,1
126049217,02/06/2022,400000.00,10647362,0,0,3,7,0,1,1
126049231,14/05/2022,445000.00,14888235,0,0,3,8,0,11,7
126059005,13/01/2023,547000.00,11538984,0,0,3,7,0,11,1
126059018,06/01/2023,395000.00,14545052,0,0,4,8,0,7,1
126059019,14/03/2023,799000.00,11394873,0,0,4,9,0,11,1
126059021,31/03/2023,264000.00,13803930,0,0,4,6,0,3,9
126059097,21/10/2022,775000.00,12464688,0,0,3,8,1990,7,1
126059225,04/08/2022,525000.00,11071453,0,0,4,7,0,4,4
126059242,17/11/2022,550000.00,12663407,0,0,4,8,0,9,1
126059310,28/11/2022,1000000.00,14997563,0,0,3,9,0,5,2
127100005,30/03/2023,377000.00,13397669,0,0,5,6,0,1,1
128500260,06/05/2022,262000.00,10355877,0,0,3,7,0,11,1
130000175,04/08/2022,655000.00,10942330,0,0,3,8,0,9,4
133000070,14/09/2022,179900.00,12674966,0,0,3,6,0,6,1
133000127,21/06/2022,265000.00,10857216,0,0,3,7,0,1,1
133000135,18/11/2022,290000.00,12231806,0,0,4,7,0,11,1
133000271,29/11/2022,355000.00,12402766,0,0,3,7,0,11,1
136000220,23/03/2023,593000.00,14569160,0,1,3,8,0,1,1
139000185,26/04/2023,1056000.00,10074687,0,4,3,7,0,3,1
142000165,05/05/2022,749950.00,14404254,0,0,5,8,0,1,1
142000175,20/08/2022,625000.00,11103510,0,0,4,8,0,2,4
148000035,31/05/2022,544000.00,10123979,0,1,3,7,0,1,1
148000072,16/08/2022,600000.00,13157996,0,0,3,9,0,1,1
148000375,17/06/2022,945000.00,13249311,0,0,3,9,0,5,1
148000440,16/08/2022,313300.00,10642987,0,0,3,6,1940,2,1
148000450,28/05/2022,399000.00,11742878,0,0,4,6,1955,7,1
148000475,26/05/2022,1848000.00,13107521,0,4,3,11,0,3,1
148000590,29/07/2022,725000.00,14280346,0,2,4,7,0,7,2
148000680,25/10/2022,530000.00,14629023,0,0,3,7,1996,1,1
148000705,03/03/2023,900000.00,11922572,0,0,3,9,2007,10,1
151000075,04/02/2023,856000.00,11436348,0,0,3,9,0,1,1
161000120,16/11/2022,650000.00,14934988,0,1,3,7,0,6,6
162500015,18/10/2022,362500.00,14565345,0,0,4,7,0,11,10
162500030,03/12/2022,324000.00,12196504,0,0,4,7,0,1,1
163000010,30/06/2022,330000.00,11846738,0,0,3,8,0,5,1
164000174,06/09/2022,300000.00,10884689,0,0,3,7,0,7,1
164000237,10/06/2022,495000.00,11701140,0,0,3,7,0,6,2
164000261,19/05/2022,700000.00,11459230,0,0,3,9,0,6,1
164000267,14/10/2022,311300.00,11254168,0,0,4,7,0,7,1
164000271,03/09/2022,340000.00,13034793,0,0,3,7,0,1,1
164000361,19/04/2023,799000.00,10752933,0,0,3,7,0,11,1
170000060,06/10/2022,1200000.00,12030834,0,0,3,9,0,2,1
170000215,22/03/2023,752500.00,13067433,0,0,4,8,0,7,9
173000025,23/08/2022,316000.00,11303194,0,0,4,6,0,11,1
173000036,05/10/2022,327000.00,12161820,0,0,3,8,0,11,1
173000140,20/07/2022,487000.00,10665246,0,0,3,7,1978,11,1
179000100,24/08/2022,174000.00,13167910,0,0,5,6,0,9,1
179000240,23/03/2023,290500.00,10650051,0,0,3,7,0,11,1
179000350,03/11/2022,194000.00,13449254,0,0,3,6,0,11,2
179000505,22/10/2022,257000.00,10994892,0,0,3,7,0,8,1
179001046,06/05/2022,302280.00,14534646,0,0,3,7,0,3,1
179001101,03/01/2023,135000.00,13966999,0,0,3,5,0,1,9
179001425,22/10/2022,230000.00,14332127,0,0,3,5,2014,1,1
179001455,05/11/2022,587400.00,13284826,0,0,3,8,0,3,8
179003055,11/11/2022,210000.00,11808005,0,0,3,6,1989,11,1
182000350,23/03/2023,287500.00,13917828,0,0,4,7,0,2,1
185000118,21/02/2023,212000.00,12262690,0,0,5,6,0,11,1
185000161,13/10/2022,261000.00,13557184,0,0,3,7,0,8,1
191100045,01/07/2022,940000.00,12866977,0,0,5,9,0,11,5
191100140,14/03/2023,1060000.00,13940153,0,0,5,8,0,5,1
191100235,01/06/2022,1298000.00,14248595,0,0,5,8,0,7,1
191100250,18/03/2023,750000.00,14618227,0,0,3,8,0,6,1
191100275,24/09/2022,1350000.00,11677111,0,0,3,10,0,1,1
191100405,19/04/2023,1575000.00,13794135,0,0,3,10,0,2,1
191100410,18/06/2022,1281060.00,10269034,0,0,3,8,2012,3,1
191100435,24/09/2022,1600000.00,14672661,0,0,3,10,0,6,1
191100665,11/04/2023,630000.00,12383531,0,0,3,7,0,5,1
191100672,25/05/2022,1381000.00,11213076,0,0,3,10,0,11,1
191100810,09/08/2022,870000.00,11431237,0,0,4,9,0,11,1
191100870,03/08/2022,838400.00,10407613,0,0,4,9,0,11,3
191101015,09/12/2022,830000.00,14650398,0,0,4,8,0,7,5
192000120,18/05/2022,422400.00,11515303,0,0,4,7,0,3,1
192300020,19/05/2022,525000.00,14199496,0,0,3,9,0,5,1
192450180,08/03/2023,442200.00,11321164,0,0,3,7,0,3,1
192450200,19/08/2022,422268.00,13397127,0,0,3,7,0,3,4
192450300,17/09/2022,309950.00,11892888,0,0,3,7,0,4,1
192460060,13/07/2022,330000.00,13454691,0,0,3,7,0,11,1
192460310,22/03/2023,269900.00,11622834,0,0,3,7,0,11,2
192600100,24/06/2022,580800.00,13986881,0,0,4,7,0,3,1
192700080,11/02/2023,312000.00,14584487,0,0,5,6,0,1,1
193300120,24/11/2022,192000.00,14772780,0,0,3,6,0,11,9
193300140,21/10/2022,240000.00,14751315,0,0,3,6,0,9,6
193600200,17/06/2022,440000.00,10185977,0,0,4,7,0,6,2
194000145,10/03/2023,983400.00,11164897,0,0,5,8,0,3,1
194000505,02/09/2022,651000.00,14684738,0,2,5,7,0,1,1
194000565,07/04/2023,505000.00,11402899,0,2,3,7,0,2,1
194000575,12/10/2022,455000.00,13010558,0,2,3,7,0,11,1
200300210,29/06/2022,515000.00,11805441,0,0,3,8,0,6,1
200350070,31/05/2022,559900.00,14190411,0,0,3,9,0,6,1
200480020,08/07/2022,770000.00,12272333,0,0,3,9,0,8,1
200500410,04/05/2023,575000.00,11417087,0,0,3,8,0,5,3
200500610,09/06/2022,571000.00,10634128,0,0,3,9,0,7,1
200500680,13/07/2022,557500.00,14971722,0,0,3,9,0,1,1
200500700,10/06/2022,531000.00,13895547,0,0,3,9,0,7,1
200510060,29/12/2022,605000.00,14816943,0,3,3,9,0,11,6
200520080,30/07/2022,595000.00,13620629,0,0,3,9,0,9,1
200520120,29/06/2022,752400.00,11863900,0,0,3,9,0,3,1
200800200,10/08/2022,595000.00,10147551,0,0,4,8,0,11,1
200800330,09/07/2022,440000.00,13258090,0,0,3,8,0,2,2
200800480,04/11/2022,552321.00,13455644,0,0,4,8,0,1,4
203100435,16/09/2022,484000.00,12283836,0,0,4,7,0,11,1
203100440,09/09/2022,1210000.00,10859142,0,0,3,11,0,1,1
203100460,22/09/2022,400000.00,13418506,0,0,4,6,0,7,1
203100625,27/05/2022,672000.00,13513665,0,0,3,7,0,10,1
203100690,23/04/2023,1078000.00,13566847,0,0,3,9,0,8,5
203100910,21/09/2022,475000.00,10421988,0,0,3,6,0,9,1
203101065,26/05/2022,420000.00,10466689,0,0,3,7,0,2,1
203101210,05/05/2022,379500.00,13033916,0,0,3,7,0,11,1
203101330,29/06/2022,485000.00,13982205,0,0,3,8,0,9,1
203101370,28/06/2022,170000.00,14351073,0,0,2,7,0,7,10
203101530,28/05/2022,475000.00,12783222,0,0,3,7,0,9,9
203400090,27/07/2022,740000.00,13153781,0,0,3,9,0,8,1
203600140,22/03/2023,595000.00,13381487,0,0,3,9,0,2,2
203600470,07/04/2023,620000.00,13363196,0,0,3,9,0,8,1
203600590,25/06/2022,641000.00,12015228,0,0,3,9,0,1,1
203600600,08/03/2023,685530.00,11577934,0,0,3,9,0,11,6
203900380,19/08/2022,430568.16,14788832,0,0,3,7,0,3,1
203900460,26/07/2022,407450.00,11252955,0,0,3,7,0,11,1
203900610,22/07/2022,339000.00,11642458,0,0,5,7,0,6,1
203900690,21/12/2022,395000.00,12468273,0,0,3,7,0,4,1
203900920,13/07/2022,340000.00,10133638,0,0,3,6,0,7,1
204000140,01/04/2023,403000.00,12283038,0,0,3,7,0,8,1
204000175,29/07/2022,381000.00,11070038,0,0,3,6,0,2,1
205000010,22/06/2022,620000.00,10440797,0,0,3,9,0,7,1
205000050,16/12/2022,735000.00,11339849,0,0,3,9,0,4,5
205000120,08/03/2023,628990.00,12396048,0,0,3,9,0,4,1
205000310,22/06/2022,850000.00,14464967,0,0,3,10,0,7,3
205000410,13/09/2022,630000.00,11298731,0,0,3,9,0,11,1
205000450,12/05/2022,633100.00,10515241,0,0,3,9,0,4,2
205000520,04/10/2022,737500.00,12707756,0,0,3,9,0,8,1
207500012,03/05/2022,855000.00,12229395,0,0,4,8,0,1,1
207700050,13/10/2022,588000.00,12315510,0,0,3,8,0,6,8
207700180,19/01/2023,555000.00,10393961,0,0,3,8,0,11,1
208500160,05/01/2023,760000.00,10212451,0,0,5,8,0,11,1
216500040,24/02/2023,259000.00,13016863,0,0,4,7,0,1,1
217500005,22/11/2022,444950.00,12023948,0,0,4,7,0,11,1
217500015,22/02/2023,394999.00,12566033,0,0,3,7,0,11,1
217500135,19/04/2023,450000.00,13717313,0,0,3,8,0,11,8
217500140,11/05/2022,464000.00,14556977,0,0,4,8,0,1,1
217700050,28/10/2022,395000.00,14025453,0,0,3,8,0,9,1
220069083,07/05/2022,705000.00,12020374,0,3,3,8,0,1,1
220069106,30/03/2023,599950.00,12631236,0,4,3,9,0,1,1
