public_id,anio_construccion,latitud,longitud,codigo_postal,m2_construccion,m2_terreno,m2_sobre_calle,m2_sotano,pisos,recamaras,banios,anio_renovacion
13686596,1955,47.5141,-122.377,98146,344.4,1545.3,1130,0,1,2,1,0
12293199,1939,47.4733,-122.281,98168,237.7,2050.4,780,0,1,2,1,0
10590036,2013,47.4726,-122.282,98168,649.2,2568.9,2130,0,2,5,2.5,0
13099955,1942,47.4739,-122.28,98168,237.7,4981.7,780,0,1,2,1,0
12050350,1950,47.4727,-122.281,98168,457.2,5651,1500,0,1,2,1,0
14791811,1929,47.4724,-122.271,98168,426.7,5964.9,1100,300,1.5,2,1,0
14944039,2001,47.4714,-122.273,98168,887,6116.4,2910,0,2,4,2.5,0
12806196,1951,47.4711,-122.291,98168,338.3,7940.3,1110,0,1,2,1,0
11632787,1928,47.4672,-122.291,98188,268.2,2743.2,880,0,1,2,1,0
11716968,1966,47.4702,-122.281,98168,457.2,2829.2,1500,0,1.5,5,1,0
11491599,1965,47.4689,-122.277,98188,442,2788.9,1450,0,1,2,1,0
14874682,1966,47.4703,-122.276,98168,600.5,3072.4,1970,0,1,3,1.5,0
11282165,2012,47.4702,-122.275,98168,1353.3,2982.2,4440,0,2,5,4.5,0
14089713,1920,47.4683,-122.281,98188,463.3,5996,1020,500,1,4,2,0
11460593,1957,47.5673,-122.21,98040,1005.8,10202.9,1870,1430,1,5,3,1991
12145733,2008,47.5665,-122.21,98040,1524,8089.4,3410,1590,2,5,3.5,0
13083229,1934,47.5648,-122.21,98040,1249.7,6948.8,2540,1560,1.5,4,3.75,1979
14790041,1983,47.5088,-122.371,98146,435.9,2414.3,1430,0,1,2,1.75,0
14423119,1962,47.5142,-122.163,98059,542.5,2412.2,1780,0,1.5,4,1.5,0
11865905,2003,47.3684,-122.073,98042,914.4,3138.5,3000,0,2,4,3,0
11492251,2004,47.3673,-122.072,98042,664.5,2828.8,2180,0,2,4,2.5,0
12048562,2012,47.6302,-122.344,98109,502.9,480.7,1100,550,2,3,3.5,0
13356669,2007,47.342,-122.059,98042,570,1233.2,1870,0,2,3,2.5,0
14278281,2014,47.343,-122.056,98042,576.1,1267.4,1890,0,2,4,2.5,0
14131528,2010,47.3414,-122.055,98042,810.8,1244.2,2660,0,2,4,2.5,0
12208416,1929,47.5773,-122.406,98116,792.5,1790.7,1600,1000,1.5,3,2.75,0
12176602,1963,47.5782,-122.4,98116,591.3,1920.2,1940,0,1,1,1,0
14385843,1941,47.5787,-122.402,98116,664.5,1524,1090,1090,1,3,1.5,0
12169884,1940,47.5785,-122.402,98116,682.8,1645.9,1540,700,2,4,2.75,0
12576034,1988,47.3585,-122.286,98032,612.6,2218.9,2010,0,2,4,2.25,0
13836745,1942,47.5436,-122.378,98126,472.4,1840.7,830,720,1,3,2,0
13403359,1924,47.5439,-122.379,98126,378,1955.9,1240,0,1,2,1.75,0
14530266,1912,47.5442,-122.38,98126,1027.2,1996.4,2840,530,2,3,2.5,2001
12478070,1915,47.5446,-122.382,98136,454.2,2062.3,1490,0,1.5,4,3,0
13529875,1918,47.5486,-122.38,98126,192,1996.4,630,0,1,2,1,0
11985513,1925,47.5498,-122.381,98126,451.1,1996.4,1480,0,1.5,3,1,0
12104858,1949,47.5478,-122.381,98126,249.9,1996.4,820,0,1,2,1,2012
12296220,1962,47.4877,-122.335,98146,627.9,2631,1030,1030,1,5,2.25,0
13298681,1942,47.4864,-122.337,98146,335.3,2881,1100,0,1,3,1.75,0
14826493,1945,47.4851,-122.338,98146,518.2,3497.6,970,730,1,3,2,0
11646617,1959,47.4552,-122.202,98055,512.1,5914.6,1560,120,1,4,1.75,0
14420573,1950,47.4492,-122.2,98055,350.5,9200.1,1150,0,1,2,1,0
12932659,1947,47.4518,-122.199,98055,317,12856.5,1040,0,1,3,0.75,0
11990691,1999,47.4492,-122.199,98055,603.5,2377.4,1980,0,2,3,2.5,0
10593502,2008,47.457,-122.189,98055,838.2,2743.5,2750,0,1,4,2,0
11897373,1962,47.4562,-122.193,98055,304.8,2880.4,1000,0,1,3,1,0
13383546,1968,47.4562,-122.196,98055,356.6,2965.7,1170,0,1,3,1,1986
14145442,1920,47.6857,-122.353,98103,627.9,1219.2,1580,480,1.5,4,1.5,1990
13903492,1925,47.6858,-122.352,98103,298.7,1021.1,980,0,1,2,1,0
12505474,2007,47.5424,-122.12,98006,893.1,1524,2760,170,2,4,2.5,0
12213985,2003,47.5852,-121.966,98075,1621.5,6108.5,5320,0,2,4,4,0
10764994,2005,47.587,-121.966,98075,1411.2,7331.7,4630,0,2,4,5,0
10988148,2004,47.5874,-121.965,98075,1502.7,6733.9,4930,0,2,4,4,0
13289895,2004,47.5888,-121.971,98075,1082,4618,3550,0,2,4,3.75,0
14695161,2003,47.5848,-121.969,98075,1335,4549.1,4380,0,2,5,3.5,0
12495503,2004,47.5869,-121.967,98075,1286.3,4864.3,4220,0,2,5,3.75,0
10945828,2001,47.5862,-121.97,98075,1359.4,4959.4,4460,0,2,4,3.5,0
10946598,2005,47.5871,-121.969,98075,1261.9,4497.9,4140,0,2,4,5.25,0
13527311,2003,47.5868,-121.968,98075,1341.1,5067.3,4400,0,2,4,3.25,0
14094471,2002,47.5859,-121.968,98075,1392.9,4943.6,4570,0,2,4,3.5,0
11041349,2001,47.5863,-121.967,98075,1539.2,5029.2,5050,0,2,5,3.5,0
12962327,2004,47.5878,-121.969,98075,1405.1,4039.2,4610,0,2,5,4.25,0
14810901,2004,47.5833,-121.97,98075,917.4,2201,3010,0,2,4,4,0
11837295,2005,47.582,-121.971,98075,978.4,2724.3,3210,0,2,4,2.5,0
12338290,2005,47.5825,-121.97,98075,1063.8,2508.5,3490,0,2,5,2.75,0
14580265,2004,47.5823,-121.97,98075,984.5,2234.5,3230,0,2,4,2.5,0
11006552,2004,47.5816,-121.97,98075,975.4,2349.4,3200,0,2,4,4,0
11997860,2005,47.5818,-121.972,98075,1011.9,2447.5,3320,0,2,4,3.75,0
13910340,2005,47.581,-121.971,98075,1246.6,3421.4,4090,0,2,4,2.5,0
13525425,2004,47.5805,-121.97,98075,1240.5,3345.5,4070,0,2,4,3.5,0
14061275,2007,47.5818,-121.973,98075,999.7,2575,3280,0,2,4,4,0
13996661,2008,47.5807,-121.972,98075,1066.8,2887.4,3500,0,2,3,3.5,0
13361878,2006,47.5828,-121.972,98075,1085.1,1858.7,3560,0,2,4,3.5,0
12444663,2006,47.5834,-121.972,98075,1063.8,2140.9,3490,0,2,4,3.25,0
11333994,2005,47.5837,-121.971,98075,1167.4,2478.3,3830,0,2,5,3.75,0
13771546,2006,47.5841,-121.971,98075,1182.6,2197,3880,0,2,4,2.5,0
13101915,2014,47.5885,-121.939,98024,1408.2,39687.4,4620,0,2,4,4,0
13648675,1955,47.7748,-122.304,98155,402.3,3380.2,1320,0,1,3,1,0
12495373,2010,47.4867,-122.152,98059,435.9,1456,1430,0,2,3,2.25,0
13943075,2009,47.4874,-122.152,98059,463.3,926.9,1520,0,2,3,2.5,0
10822962,2009,47.4876,-122.153,98059,463.3,915.3,1520,0,2,3,2.5,0
10673730,1994,47.2827,-122.302,98003,490.7,2011.7,1610,0,2,3,2.5,0
11810652,1968,47.3018,-122.369,98023,435.9,2133.6,1430,0,1,3,1,0
10132090,1976,47.3025,-122.37,98023,396.2,2246.4,900,400,1,3,1.5,0
14911283,1975,47.3011,-122.369,98023,320,2393.9,1050,0,1,3,1.75,0
13603931,1946,47.6733,-122.301,98115,630.9,1676.4,1130,940,1,3,1.75,0
11223376,1991,47.2857,-122.3,98003,484.6,2361.6,1590,0,2,3,2.25,0
14253246,1981,47.3141,-122.355,98023,329.2,2420.7,1080,0,1,3,1.75,0
13699391,1983,47.3127,-122.354,98023,457.2,2393.9,1500,0,1.5,4,2,0
10674795,1984,47.3124,-122.352,98023,457.2,2197.6,1150,350,1,3,2.25,0
14170355,1984,47.3128,-122.351,98023,469.4,2197.6,1540,0,2,3,2,0
14088926,1986,47.3124,-122.351,98023,451.1,2197.6,1180,300,1,3,2.5,0
11659223,1984,47.3146,-122.351,98023,457.2,2321.1,1150,350,1,3,2.25,0
11349630,1986,47.3103,-122.36,98023,563.9,2034.8,1850,0,2,3,2.5,0
14752177,1986,47.3096,-122.357,98023,402.3,1726.7,1320,0,1,3,2,0
14236123,1986,47.3087,-122.354,98023,563.9,1987,1130,720,2,4,3.5,0
14113734,1987,47.3116,-122.358,98023,435.9,1828.5,1430,0,2,3,2.25,0
13456826,1986,47.3113,-122.358,98023,445,1773.3,1140,320,1,3,2.25,0
11019174,1988,47.3082,-122.358,98023,533.4,1949.8,1750,0,2,4,2.5,0
14385110,1989,47.3085,-122.358,98023,490.7,2026.9,1610,0,1,4,2,0
12922547,1989,47.3078,-122.358,98023,606.6,2033.3,1990,0,2,4,2.5,0
10277135,1989,47.3065,-122.358,98023,570,2079,1870,0,2,3,2.5,0
11288464,1989,47.3061,-122.359,98023,728.5,2234.2,2390,0,2,4,2.75,0
14522129,1993,47.3061,-122.36,98023,746.8,2152.5,2450,0,2,3,2.5,0
14034274,1993,47.3061,-122.361,98023,463.3,2173.5,1520,0,1,3,2,0
10502184,1990,47.3063,-122.359,98023,591.3,1891.6,1940,0,2,4,2.5,0
12974201,1990,47.3075,-122.359,98023,652.3,2468.9,2140,0,2,4,2.75,0
13602446,1990,47.3083,-122.36,98023,606.6,1883.7,1990,0,2,4,3,0
13853441,1989,47.3071,-122.36,98023,722.4,2231.1,2370,0,2,4,2.75,0
12591924,1948,47.701,-122.368,98117,399.3,2458.2,1310,0,1,3,1.75,0
10123087,1950,47.7013,-122.368,98177,448.1,2417.1,1070,400,1,3,1,0
14345578,1948,47.7019,-122.366,98177,256,2468.9,840,0,1,2,1,0
14169675,1951,47.704,-122.367,98177,429.8,2454.6,1410,0,1,3,1,0
12406739,2008,47.7027,-122.361,98177,609.6,703.8,2000,0,3,4,3.5,0
14502261,1965,47.7755,-122.299,98155,445,2396.3,1460,0,1,3,1.75,0
11820763,1979,47.2979,-122.371,98023,701,2468.9,1360,940,1,4,2.5,0
13706744,1980,47.2977,-122.367,98023,451.1,1188.7,1480,0,1,3,1.75,0
12598556,1980,47.2977,-122.367,98023,451.1,1188.7,1480,0,1,3,1.75,0
14029463,1979,47.2975,-122.37,98023,563.9,2342.1,1320,530,1,3,1.75,0
13347360,1979,47.2957,-122.37,98023,594.4,2218.9,1950,0,2,4,2.25,0
13574005,1986,47.2958,-122.368,98023,710.2,2438.4,1390,940,1,3,2,0
14616520,1960,47.3712,-122.289,98032,554.7,2655.4,1090,730,1,5,1.5,0
11133590,1937,47.4816,-122.322,98168,237.7,2971.8,780,0,1,2,1,0
11703178,2001,47.7362,-121.967,98019,506,1563,1660,0,2,3,2.25,0
13597810,2001,47.736,-121.965,98019,493.8,1826.4,1620,0,2,3,2.5,0
14412481,2005,47.7721,-122.241,98028,746.8,2497.2,2450,0,2,5,3.5,0
11334165,1985,47.7689,-122.241,98028,405.4,3303.4,1330,0,2,2,2.25,0
10218057,1979,47.7668,-122.243,98028,658.4,2907.8,2160,0,2,3,2.25,0
13726083,1970,47.7769,-122.25,98028,475.5,2577.4,1560,0,1,3,1.75,0
10355875,2003,47.776,-122.246,98028,853.4,6513.6,2800,0,2,4,2.5,0
14431884,1960,47.7766,-122.248,98028,451.1,2169.3,1170,310,1,3,1.5,0
10345357,1950,47.7743,-122.26,98028,332.2,3138.2,1090,0,1,3,1,0
10501381,1924,47.7663,-122.234,98028,1057.7,35848.1,3470,0,1.5,6,3,0
10770187,1955,47.7642,-122.234,98028,292.6,34254.6,960,0,1,2,1,0
14904837,1941,47.7639,-122.234,98028,317,4572,1040,0,1,3,0.75,0
14605216,1963,47.7612,-122.234,98028,356.6,3001.7,1170,0,1,3,1.5,0
11226222,1993,47.7688,-122.238,98028,524.3,3057.4,1720,0,2,3,2.5,0
10112324,1949,47.7592,-122.23,98028,640.1,20503.6,1220,880,1,3,1.5,0
12153604,1976,47.7595,-122.23,98028,353.6,6848.9,1160,0,1,3,1.75,0
11211091,1918,47.7572,-122.228,98028,417.6,3045.9,1370,0,1,4,1.75,0
12217890,2001,47.757,-122.228,98028,1237.5,2532.6,2960,1100,2,5,3.5,0
10726811,1927,47.7558,-122.229,98028,435.9,6065.8,1430,0,1.5,3,1,0
10725809,1949,47.7552,-122.229,98028,615.7,5855.2,1760,260,1,3,1,0
12079244,1975,47.2917,-122.366,98023,475.5,3328.1,1560,0,1,3,1.75,0
12983132,1940,47.5849,-122.384,98116,597.4,1086.6,1960,0,2,4,4.25,2003
11575607,1923,47.5848,-122.384,98116,585.2,983,1300,620,1.5,4,2.25,0
10679484,1909,47.5843,-122.385,98116,506,1752.6,1080,580,1,3,1.75,0
14647115,1996,47.2558,-122.122,98092,496.2,87281,1628,0,1,3,1.75,0
12598868,1980,47.2527,-121.98,98022,1103.4,123045.6,3620,0,2,4,3,0
11221813,1990,47.2492,-121.975,98022,890,51647.8,2920,0,2.5,3,2.5,0
10125975,1947,47.3312,-122.503,98070,620,4081.9,1159,875,1,2,1,0
10897388,1916,47.3302,-122.36,98023,448.1,5626.3,1470,0,2,3,1.5,0
10879710,1918,47.3351,-122.362,98023,1100.3,32731.3,3130,480,1.5,3,2.75,1962
13563191,1970,47.3311,-122.375,98023,445,3769.5,1120,340,2,3,1.75,0
12614559,1943,47.3343,-122.362,98023,313.9,7543.8,1030,0,1,3,1,0
10569727,1968,47.3375,-122.123,98042,365.8,13277.1,1200,0,1,4,1,0
14973854,2000,47.3414,-122.117,98042,762,10742.7,1580,920,1,3,2.75,0
14086375,1988,47.3412,-122.108,98042,701,12547.7,2300,0,2,4,2.5,0
12213563,1975,47.4189,-122.499,98070,615.7,65721.6,2020,0,2,3,1.75,0
14136508,1971,47.4199,-121.99,98038,579.1,13163.1,1300,600,1.5,3,1.5,0
12472606,1924,47.6733,-122.37,98107,277.4,1524,910,0,1,2,1,0
12372323,1948,47.5166,-122.361,98106,426.7,2860.2,1400,0,1.5,4,1,0
11854295,1994,47.5106,-122.365,98146,667.5,6035,2190,0,1,3,2,0
13374143,1948,47.5108,-122.366,98146,722.4,9205,1570,800,1.5,4,1,0
10058487,1959,47.5145,-122.365,98106,640.1,2487.2,1200,900,1,4,2,0
12005473,1942,47.515,-122.359,98106,195.1,2367.7,640,0,1,2,1,0
11381516,1989,47.5153,-122.37,98126,585.2,2743.2,1920,0,2,4,2.5,0
10834509,1934,47.5151,-122.366,98106,582.2,4974.3,1910,0,1.5,4,1,0
12909629,1939,47.5138,-122.364,98106,189,2518,620,0,1,1,1,0
11200200,1939,47.5138,-122.364,98106,189,2518,620,0,1,1,1,0
11240782,1994,47.5114,-122.361,98146,384,5181.6,1260,0,1,3,1.75,0
12030755,1949,47.515,-122.362,98106,295.7,4175.8,970,0,1,2,1,0
12601144,2014,47.5117,-122.365,98146,719.3,4602.5,2360,0,1,4,2.75,0
12235046,1952,47.5063,-122.369,98146,396.2,2194.6,1300,0,1,3,1,0
11912727,1940,47.5073,-122.372,98146,295.7,2971.8,970,0,1,2,2,0
10778580,1977,47.5033,-122.372,98146,579.1,2194.6,1370,530,1,4,2.25,0
12584239,1937,47.514,-122.359,98106,249.9,1316.7,820,0,1,2,1,0
10371677,1974,47.5102,-122.364,98146,405.4,2194.6,900,430,1,3,2.25,0
11820603,1979,47.5137,-122.37,98126,478.5,2126,1040,530,1,3,1.75,0
12046127,1981,47.5031,-122.372,98146,600.5,4534.2,1320,650,1,3,2.5,0
11711036,1976,47.5041,-122.102,98059,667.5,67182.2,1330,860,1,3,2.25,0
13139802,1978,47.505,-122.11,98059,1039.4,17392.8,2410,1000,2,4,2.25,0
10444408,1998,47.5157,-122.107,98059,566.9,66385.4,1860,0,2,3,2,0
11111365,2007,47.5133,-122.11,98059,832.1,16463.5,1560,1170,1,4,3.25,0
13017692,1991,47.513,-121.857,98065,435.9,111527.5,1010,420,1,2,1,0
10047611,1911,47.6606,-122.365,98107,429.8,1029,1410,0,1.5,4,1,0
13940312,1976,47.5929,-121.989,98075,509,12082,1670,0,1,3,1.75,1992
10483341,1920,47.6815,-122.359,98117,374.9,830.9,880,350,1.5,2,1,0
10463302,1927,47.6817,-122.36,98117,472.4,1121.7,1050,500,1,3,1.75,0
14227899,1980,47.6795,-122.104,98052,1005.8,2304.6,3300,0,2,6,4.5,0
12322181,1980,47.6796,-122.104,98052,1005.8,2279.9,3300,0,2,6,4.5,0
12115345,1980,47.6798,-122.104,98052,1005.8,2194.6,3300,0,2,6,4.5,0
12482280,1997,47.6795,-121.991,98053,1569.7,138347.2,4360,790,2,4,3.75,0
11403854,1909,47.7673,-122.367,98177,347.5,4762.2,1140,0,1,2,1,0
14358630,1950,47.7656,-122.358,98177,560.8,3464.7,1840,0,1.5,4,1.5,0
12921147,1977,47.777,-122.362,98177,463.3,1536.2,1520,0,2,3,2,2006
13979363,1961,47.7739,-122.358,98177,164.6,3086.1,540,0,1,1,1,0
11809832,1954,47.7767,-122.365,98177,627.9,3325.7,1360,700,1,5,1.75,0
10708525,1950,47.7771,-122.362,98177,701,8122.9,2300,0,1,4,2.75,0
12885218,1960,47.7708,-122.362,98177,819.9,3579.9,1790,900,1,5,2.5,0
10697149,2008,47.7747,-122.366,98177,926.6,2194.6,3040,0,2,4,2.5,0
12979269,1979,47.7717,-122.376,98177,548.6,2194.6,1230,570,1,4,2.25,0
14317211,1954,47.7754,-122.233,98028,557.8,8372.2,1830,0,1,3,1.75,0
12500297,1963,47.7627,-122.245,98028,655.3,6151.2,1090,1060,1,4,2.25,0
12694907,1967,47.7663,-122.228,98028,469.4,18720.5,1540,0,1,3,1.75,0
10647362,1986,47.7655,-122.244,98028,466.3,3270.8,1530,0,1,3,1.75,0
14888235,2010,47.7651,-122.246,98028,600.5,7412.1,1970,0,1,3,3,0
11538984,1971,47.7726,-122.111,98072,670.6,31466.6,1160,1040,1,5,3,0
14545052,1964,47.762,-122.11,98072,542.5,3276,1780,0,2,4,2.25,0
11394873,1978,47.7648,-122.112,98072,966.2,28911.8,1910,1260,1,4,2.5,0
13803930,1922,47.7617,-122.11,98072,310.9,13096,1020,0,1.5,4,1,0
12464688,1948,47.7717,-122.112,98072,819.9,31865,2690,0,2,3,3.5,1990
11071453,1979,47.7716,-122.101,98077,701,13277.1,1350,950,1,3,1.75,0
12663407,1980,47.7662,-122.114,98072,573,13940.9,1410,470,1,3,1.75,0
14997563,2005,47.7635,-122.112,98072,926.6,15941.6,3040,0,1,3,2.25,0
13397669,1950,47.7744,-122.338,98133,548.6,2555.7,900,900,1,4,1.75,0
10355877,2002,47.2796,-122.247,98001,615.7,1900.7,2020,0,2,4,2.5,0
10942330,1962,47.7004,-122.287,98115,963.2,2498.4,1580,1580,1,4,2.75,0
12674966,1943,47.5136,-122.316,98168,207.3,1950.7,680,0,1,2,1,0
10857216,1928,47.5136,-122.313,98168,493.8,2880.4,1620,0,1.5,3,1,0
12231806,1929,47.5131,-122.313,98168,606.6,5760.7,1870,120,2,4,1.75,0
12402766,2014,47.5123,-122.316,98168,774.2,1554.5,2540,0,2,5,2.5,0
14569160,1994,47.5788,-122.396,98116,609.6,762,1810,190,3,2,2.5,0
10074687,1945,47.5865,-122.397,98116,640.1,1353.3,2100,0,2,3,2.5,0
14404254,1949,47.5656,-122.4,98116,792.5,1844,1960,640,2,4,2.75,0
11103510,1950,47.5658,-122.4,98116,682.8,1844,1250,990,1,3,1.75,0
10123979,1910,47.5768,-122.403,98116,545.6,2500.3,1790,0,1.5,3,1.5,0
13157996,2011,47.5779,-122.409,98116,557.8,605.9,1530,300,2,2,2.5,0
13249311,2004,47.5747,-122.414,98116,774.2,2160.7,2540,0,2,2,2.5,0
10642987,1911,47.5754,-122.414,98116,295.7,1463,970,0,1,2,1,1940
11742878,1911,47.5756,-122.414,98116,286.5,1463,940,0,1,2,1,1955
13107521,2005,47.5744,-122.406,98116,1432.6,2792,2520,2180,1,4,3.25,0
14280346,1941,47.5731,-122.408,98116,743.7,2146.4,1640,800,1.5,4,2.75,0
14629023,1941,47.5734,-122.412,98116,506,1463,960,700,1,3,1.75,1996
11922572,1922,47.5732,-122.411,98116,935.7,1353.3,2030,1040,2,4,3.5,2007
11436348,2014,47.5762,-122.415,98116,658.4,1194.8,2160,0,2,3,2.5,0
14934988,1910,47.5876,-122.292,98144,868.7,1370.7,1730,1120,1.5,4,2,0
14565345,1961,47.7671,-122.334,98133,710.2,2617,1270,1060,1,5,2,0
12196504,1957,47.7675,-122.334,98133,353.6,2195.2,1160,0,1,3,1,0
11846738,2003,47.3531,-122.147,98042,641.6,1857.1,2105,0,2,4,2.5,0
10884689,1957,47.7304,-122.352,98133,307.8,1920.2,1010,0,1,3,1,0
11701140,2003,47.729,-122.35,98133,652.3,2208.3,2140,0,2,4,2.5,0
11459230,2006,47.7294,-122.352,98133,847.3,2400.3,2780,0,2,4,3.25,0
11254168,1947,47.7294,-122.352,98133,304.8,2203.1,1000,0,1,2,1,0
13034793,1946,47.7294,-122.353,98133,298.7,2203.1,980,0,1.5,3,1,0
10752933,1968,47.7273,-122.351,98133,551.7,2006.5,1500,310,1,4,1.5,0
12030834,2014,47.6607,-122.362,98107,1188.7,1341.1,2650,1250,2,5,3.5,0
13067433,1913,47.6612,-122.363,98107,829.1,1426.5,1710,1010,1.5,5,2.75,0
11303194,1942,47.7298,-122.355,98133,344.4,2194.6,1130,0,1.5,3,1,0
12161820,2009,47.7302,-122.355,98133,417.6,305.1,1370,0,3,3,3,0
10665246,1944,47.7289,-122.353,98133,539.5,3086.1,1770,0,2,3,1.75,1978
13167910,1922,47.4927,-122.28,98168,182.9,1479.5,600,0,1,2,1,0
10650051,2003,47.494,-122.279,98178,512.1,914.4,1680,0,2,4,2.5,0
13449254,1943,47.4925,-122.278,98178,307.8,1524,1010,0,1,3,1.5,0
10994892,1961,47.4932,-122.278,98178,548.6,2743.2,1200,600,1,3,1.75,0
14534646,2002,47.4933,-122.275,98178,362.7,914.4,1190,0,2,3,2.5,0
13966999,1943,47.494,-122.275,98178,256,914.4,840,0,1,3,1,0
14332127,1931,47.4928,-122.274,98178,432.8,914.4,710,710,1,3,1.75,2014
13284826,2008,47.4925,-122.273,98178,1051.6,1524,3450,0,2,4,3.25,0
11808005,1905,47.4921,-122.275,98178,365.8,2286,1200,0,1,3,1,1989
13917828,1936,47.4891,-122.263,98178,615.7,20712.1,1620,400,1.5,5,2,0
12262690,1946,47.495,-122.266,98178,573,2286,980,900,1,4,2,0
13557184,1957,47.4932,-122.263,98178,542.5,2377.4,1060,720,1,3,1,0
12866977,1968,47.5639,-122.217,98040,759,2903.2,2490,0,2,4,2,0
